MS_IMP_SEG,YR_BUILT
R633345.1.3,2002
R633345.2.1,1963
R633354.1.1,1995
R633363.1.1,2013
R633372.1.1,1969
R633381.1.1,1996
R633407.1.1,1972
R633416.1.1,1982
R633425.1.1,1975
R633942.1.1,1947
R635030.1.1,1988
R635076.1.1,1988
R635129.1.1,2014
R635138.1.1,1978
R635156.1.1,2009
R635165.1.1,1959
R635236.1.1,1930
R635263.1.1,1970
R635281.1.1,1965
R635334.1.1,1987
R635334.2.1,1987
R635334.3.1,1987
R635334.4.1,1987
R635673.1.1,1951
R635673.1.4,2003
R635691.1.1,1952
R635691.1.2,1952
R635691.1.3,1952
R635708.1.1,2007
R635780.1.1,1950
R635799.1.1,1960
R635799.1.2,1960
R635806.1.1,2013
R635815.1.1,1960
R635888.1.1,1979
R635931.1.1,1964
R635995.1.1,1960
R636002.1.1,1955
R636226.1.1,1955
R636253.1.1,1990
R636271.1.1,1990
R636805.1.1,2007
R638652.1.1,1972
R638689.1.1,1953
R638689.2.1,1980
R638689.2.2,1953
R638689.3.1,1999
R638689.4.1,1980
R638689.5.1,1957
R638689.6.1,1970
R638689.7.1,1955
R638689.9.1,1965
R638705.1.1,1950
R638705.1.2,1950
R638705.1.3,1950
R641274.1.1,1948
R641274.1.2,1948
R641274.1.3,1948
R641274.2.1,1978
R641292.1.1,1948
R641292.1.2,1948
R641292.1.3,1948
R65146.1.1,1989
R65173.1.1,1978
R65208.1.1,1966
R65226.1.1,2003
R65226.2.1,2003
R65226.3.1,2003
R65280.1.1,1950
R65306.1.1,1950
R65306.1.2,1950
R65306.1.3,1950
R65306.2.1,2013
R653171.1.1,1923
R653171.1.3,1923
R65324.1.1,1965
R65333.1.1,1984
R65351.1.1,1925
R65351.1.2,1925
R65351.1.4,1925
R65360.1.1,1970
R65360.1.2,1970
R65360.1.3,1960
R654232.1.1,2005
R656294.1.1,1939
R656301.1.1,1996
R656301.1.2,1996
R656301.1.3,2000
R656301.2.1,2001
R656301.2.2,2001
R656980.2.1,1920
R656980.2.2,1920
R657006.1.1,1970
R657006.2.1,1970
R657042.1.1,1945
R657104.1.1,1948
R657444.1.1,1970
R657444.2.1,1970
R657453.2.1,1979
R657453.2.2,1979
R657453.3.1,1988
R657453.4.1,1988
R657523.1.1,1994
R657523.1.3,1994
R657523.2.1,1994
R657541.1.1,1986
R657569.2.1,1996
R657569.2.2,1996
R657569.2.3,1996
R657676.1.1,1971
R657818.1.1,1948
R657818.1.2,1948
R657836.1.1,1922
R657836.1.3,1922
R657836.1.4,1922
R659148.1.1,1967
R659521.1.1,1970
R659521.1.2,1970
R659521.1.3,1975
R659521.1.4,2003
R659521.1.5,1970
R659521.1.6,1970
R659727.1.1,2006
R659889.1.1,1978
R659889.1.2,1978
R659889.1.3,1978
R659950.1.1,1954
R659950.1.2,1954
R659950.1.3,1950
R659950.1.4,1970
R659950.1.5,1950
R659950.1.6,1950
R659950.1.7,1950
R660010.1.1,1930
R660029.1.1,1950
R660047.1.1,1971
R660047.1.2,1971
R660074.1.1,1890
R660118.1.1,1910
R660118.1.2,1910
R660127.1.1,1985
R660127.1.4,1985
R660234.1.1,1975
R660234.1.3,1975
R660369.1.1,2012
R660699.1.1,2000
R660699.1.2,2000
R660957.1.1,1880
R660966.1.1,1940
R660975.1.1,1960
R660975.1.2,1960
R660975.1.3,1960
R660975.1.4,1960
R661000.1.1,1971
R661000.2.1,1915
R661000.2.3,1915
R661028.1.1,1997
R661028.1.2,1997
R661028.1.3,1997
R661028.1.4,2001
R661028.1.5,1999
R661028.1.6,1997
R661126.1.1,1866
R661126.2.1,2001
R661126.3.1,2001
R661126.4.1,1866
R661126.5.1,1950
R66118.1.1,1963
R66118.1.2,1963
R662731.1.1,1956
R662731.1.2,1956
R662740.1.1,1985
R66421.1.1,1989
R66564.1.1,1952
R66573.2.1,1947
R66582.1.1,1982
R665998.1.1,1948
R665998.2.1,1938
R665998.2.2,1938
R66671.1.1,1985
R66680.1.1,1964
R66699.1.1,1977
R66840.1.1,1948
R66859.1.1,2005
R66886.1.1,2005
R66886.1.2,2005
R66886.1.3,2005
R66920.1.1,1946
R66920.1.2,1946
R66920.1.3,1946
R66966.1.1,1964
R67019.1.1,1944
R67019.1.3,1944
R67037.1.1,1946
R674951.1.1,1995
R674951.1.2,1995
R674951.1.3,1990
R677271.2.1,2013
R677280.1.1,1993
R677280.2.1,1993
R677324.1.1,1992
R677333.1.1,1973
R685994.2.1,1948
R686047.2.1,1948
R686261.1.1,1963
R686270.1.1,1960
R686298.1.1,1948
R686298.2.1,1945
R686387.1.1,1964
R686387.1.2,1964
R686528.1.1,1962
R686528.2.1,1998
R686555.1.1,2012
R686608.2.1,2008
R686617.1.1,1940
R686617.1.2,1940
R686617.1.3,1940
R686617.2.1,2003
R686626.1.1,1968
R686733.1.1,1981
R686733.1.2,1981
R686733.1.3,1995
R686733.1.4,1995
R686733.1.5,1995
R689730.1.1,1974
R689749.1.1,1969
R689785.1.1,1960
R689794.1.1,1967
R689794.1.2,1979
R689794.1.3,1979
R690256.1.1,1951
R690265.1.1,1948
R690265.1.2,1948
R690283.1.1,1987
R70014.1.1,1979
R70023.1.1,1974
R700325.1.1,1964
R700343.1.1,1971
R700343.2.1,2001
R700343.3.1,1940
R700352.1.1,2011
R700352.2.1,2011
R700548.1.1,1983
R70069.1.1,1957
R70069.1.2,1957
R70096.1.1,1958
R701084.1.1,1940
R70121.1.1,1963
R70130.1.1,1968
R701351.1.1,1980
R701360.1.1,1970
R701379.1.1,1975
R701379.1.5,1935
R701609.1.1,1946
R701609.2.1,1946
R701609.3.1,1946
R701609.3.2,1946
R701609.3.3,1946
R701609.3.4,1946
R701761.1.2,1951
R701789.1.1,1937
R701789.1.2,1937
R701798.1.1,1930
R701798.1.2,1930
R701798.1.3,1930
R70185.1.1,1977
R701921.1.1,1993
R70194.1.1,1957
R701958.1.1,1965
R701958.1.2,1965
R701967.1.1,1960
R701967.1.3,1960
R701967.2.1,1921
R701967.2.3,1921
R701994.1.1,1967
R701994.2.1,1956
R702001.1.1,1953
R702001.1.2,1953
R70201.1.1,1954
R702010.1.1,1967
R702029.1.1,1922
R702038.1.1,1937
R702065.1.1,1908
R702074.1.1,1925
R702083.1.1,1887
R702092.1.1,1991
R70210.1.1,1925
R70210.1.2,1925
R702109.1.1,1979
R702118.1.1,1887
R702127.1.1,1887
R702136.1.1,1915
R702145.1.1,1895
R702163.1.1,1935
R702172.1.1,1934
R702181.1.1,1928
R702190.1.1,1946
R702289.1.1,1960
R702305.1.1,1996
R702305.2.1,1996
R702323.1.1,1890
R702323.1.2,1890
R702332.1.1,2005
R702332.1.6,2005
R702467.1.1,1920
R702476.1.1,1930
R702485.1.1,1925
R702494.1.1,1925
R702500.1.1,1918
R702537.1.1,1900
R702546.1.1,1911
R702555.1.1,1910
R702564.1.1,1935
R702573.1.1,1910
R702582.1.1,1910
R702591.1.1,1920
R702608.1.1,1951
R702617.1.1,1935
R702626.1.1,1949
R702635.1.1,1976
R702635.1.5,1957
R702653.1.1,1976
R702662.1.1,1976
R702724.1.1,1946
R702733.1.1,1979
R702751.1.1,1916
R702760.1.1,1910
R702779.1.1,1994
R702788.1.1,1947
R702788.1.2,2003
R702797.1.1,1950
R702804.1.1,1930
R702813.1.1,1930
R702868.1.1,1932
R702902.1.1,1921
R702902.1.2,1921
R702902.1.3,1921
R702920.2.1,1972
R703000.1.1,1922
R703019.1.1,1945
R703028.1.1,1942
R703046.1.1,1913
R703046.1.2,1991
R703064.1.1,1997
R703322.1.1,1926
R703322.1.2,1926
R703322.1.3,1926
R703331.1.1,1920
R703331.1.2,1920
R703340.1.1,1925
R703359.1.1,1935
R703359.1.2,1935
R703377.1.1,1975
R703386.1.1,1920
R703395.1.1,1930
R703411.1.1,1956
R703420.1.1,1956
R703448.1.1,1935
R703448.1.2,1935
R703448.2.1,1935
R703457.1.1,1946
R703457.1.3,1946
R703484.1.1,1946
R703493.1.1,1935
R703509.1.1,1938
R703509.1.4,1938
R703518.1.1,1955
R703527.1.1,1915
R703536.1.1,1940
R703545.1.1,1928
R703554.1.1,1915
R703563.1.1,1920
R703572.1.1,1920
R703581.1.1,1956
R703590.1.1,1956
R703607.1.1,1950
R703616.1.1,1951
R703634.1.1,1948
R703670.1.1,1957
R703689.1.1,1957
R703705.1.1,1925
R703714.1.1,1930
R703769.1.1,1955
R703778.1.1,1930
R703812.1.1,1967
R703821.1.1,1971
R703830.1.1,1890
R703867.1.1,1920
R703885.1.1,1969
R703885.1.3,1969
R703956.1.1,1979
R703965.1.1,1978
R703983.1.1,1979
R704009.1.1,1920
R704018.1.1,1947
R704018.1.2,1947
R704027.1.1,1890
R704045.1.1,1930
R704054.1.1,1912
R704090.1.1,1940
R704090.2.1,1958
R704090.3.1,1958
R704116.1.1,1935
R704116.1.2,1935
R704125.1.1,1890
R704134.1.1,1941
R704152.1.1,1946
R704152.1.2,1946
R704161.1.1,1947
R704205.1.1,1961
R704241.1.1,1925
R704241.1.2,1925
R704241.1.4,1925
R704250.1.1,2006
R704250.2.1,1910
R704269.1.1,1950
R704278.1.1,1972
R704287.1.1,1923
R704296.1.1,1993
R704303.1.1,1978
R704312.1.1,1947
R704312.1.2,1947
R704330.1.1,1956
R704349.1.1,1927
R704349.1.2,1927
R704349.1.3,1927
R704367.1.1,1975
R704376.1.1,1988
R704385.1.1,1910
R704385.1.2,1910
R704385.1.3,1910
R704394.1.1,1960
R704401.1.1,1942
R704401.2.1,1942
R704410.1.1,1979
R704429.1.1,1940
R704438.1.1,1954
R704465.1.1,1954
R704474.1.1,1948
R704474.2.1,1999
R704483.1.1,1994
R704544.1.1,1960
R704553.1.1,1915
R704562.1.1,1994
R704571.1.1,1982
R704580.1.1,1929
R704580.1.2,1929
R704580.1.3,1929
R705856.1.1,1968
R707827.1.1,1951
R707827.1.3,1951
R707836.1.1,1910
R707836.1.2,1910
R707845.1.1,1947
R707845.1.2,1947
R707854.1.1,1930
R707854.1.3,1930
R707854.1.4,1930
R707863.1.1,1930
R707863.1.2,1930
R707863.1.3,1930
R707872.1.1,1930
R707890.1.1,1920
R707970.1.1,1945
R707989.1.1,1945
R707989.1.3,1945
R708014.1.1,2011
R708096.1.1,2011
R708121.1.1,2003
R708194.1.1,2005
R708210.1.1,1965
R708283.1.1,1976
R708283.1.2,1976
R708292.1.1,1974
R708292.1.2,1974
R708309.1.1,2010
R708309.1.2,2010
R708782.1.1,1948
R708782.1.2,1948
R708791.1.1,1938
R708791.1.2,1938
R708808.1.1,1938
R708817.1.1,1939
R709111.1.1,1948
R709111.1.2,1948
R709111.1.3,1948
R709120.1.1,1947
R709120.1.2,1947
R709120.1.3,1947
R709139.1.1,1945
R709139.1.2,1946
R709139.1.3,1945
R709148.1.1,1962
R709148.1.2,1962
R709157.1.1,1952
R709157.1.2,1952
R709166.1.1,1950
R709166.1.2,1950
R709200.1.1,1979
R709219.1.1,1973
R709237.1.1,1907
R709237.1.3,1907
R709246.1.1,1947
R709433.1.1,1977
R709451.1.1,1977
R709512.1.1,1900
R709512.1.2,1900
R709521.1.1,1926
R709521.1.3,1926
R709530.1.1,1926
R709530.1.3,1926
R709530.1.4,1926
R709683.1.1,1978
R709692.1.1,1997
R709709.2.1,1987
R709736.1.1,1948
R709745.1.1,1997
R709745.1.2,1997
R709745.2.1,1997
R709763.1.1,1986
R709772.1.1,1997
R709870.1.1,1994
R709870.2.1,1987
R710341.1.1,1964
R710378.1.1,1964
R710387.1.1,1964
R710886.1.1,1950
R710886.1.2,1971
R710886.1.3,1971
R710886.1.5,1971
R710895.1.1,1995
R711322.1.1,1978
R711322.1.2,1978
R711340.1.1,1967
R711359.1.1,2011
R711377.1.1,1996
R711386.1.1,1952
R711386.2.1,2002
R711439.1.1,2001
R712009.1.1,1993
R712009.1.5,1993
R712009.1.6,1993
R712009.1.7,1993
R712553.1.1,1962
R712553.1.2,1962
R712624.1.1,1989
R712633.1.1,1968
R713142.1.1,1970
R716684.1.1,2006
R716693.1.1,1999
R716693.1.2,1999
R716693.1.3,1999
R716693.1.4,1999
R716693.1.5,1999
R716764.1.1,1908
R716764.1.3,1908
R716817.1.1,2004
R716817.1.10,2004
R716817.1.2,2004
R716817.1.3,2004
R716817.1.4,2004
R716817.1.5,2004
R716817.1.6,2004
R716817.1.7,2004
R716817.1.8,2004
R716817.1.9,2004
R719486.1.1,1945
R719495.1.2,1900
R719529.1.1,1938
R719538.1.1,1955
R719538.1.2,1946
R719547.1.1,1950
R719547.1.3,1950
R720063.1.1,1966
R720072.1.1,1968
R720679.1.1,1995
R720679.1.10,1995
R720679.1.11,1995
R720679.1.12,1995
R720679.1.13,1995
R720679.1.14,1995
R720679.1.17,2009
R720679.1.18,2009
R720679.1.2,1995
R720679.1.3,1995
R720679.1.4,1995
R720679.1.5,1995
R720679.1.6,1995
R720679.1.7,1995
R720679.1.8,1995
R720679.1.9,1995
R720704.1.1,1986
R720713.1.1,1996
R720713.1.2,1996
R724443.1.1,2007
R724443.2.1,2007
R724942.2.1,2006
R726806.1.1,1938
R726806.1.2,1938
R726806.1.3,1938
R726897.1.1,1997
R726897.2.1,1997
R726904.1.1,1998
R726913.1.1,1998
R726940.1.1,1955
R726940.1.2,1955
R726968.1.1,1932
R726968.1.2,1932
R726968.1.4,1932
R727011.1.1,1973
R727011.1.2,1974
R727020.1.1,1963
R727020.1.2,1975
R727020.1.3,1981
R727262.1.1,1984
R727280.1.2,1905
R727280.1.3,1905
R727280.1.4,1905
R727949.1.1,1971
R727949.1.2,1971
R727949.1.3,1969
R727949.1.4,1980
R727949.1.5,1984
R727949.1.6,1994
R727949.2.1,1992
R727949.3.1,1977
R728181.1.1,1989
R728181.2.1,1985
R728181.3.1,2008
R728216.1.1,2008
R728216.1.2,2008
R728403.1.1,1991
R728902.1.1,1960
R729046.1.1,1953
R729046.1.2,1953
R729046.1.3,1978
R729064.1.1,1998
R729117.1.1,1982
R729153.1.1,1965
R729162.1.1,1981
R729359.1.1,1996
R729395.1.1,1997
R729395.2.1,1925
R729395.2.2,1925
R729493.1.1,1920
R729493.1.3,1920
R730150.1.1,1994
R730169.1.1,1930
R730169.1.2,1930
R730203.1.1,1935
R730203.1.2,1935
R730212.1.1,1922
R730212.1.2,1922
R730221.1.1,1930
R730221.1.3,1930
R730249.1.1,1930
R730249.1.3,1930
R730285.1.1,1946
R730285.2.1,1946
R730285.2.2,1946
R730294.1.1,1902
R730294.1.3,1902
R730472.1.1,1966
R730472.2.1,1982
R730472.3.1,1955
R730472.3.3,1955
R730891.1.1,1990
R730891.2.1,2013
R730908.1.1,2005
R730917.1.1,1976
R730917.1.2,1976
R730935.1.1,1970
R730944.1.1,1948
R730953.1.2,1922
R730962.1.1,1920
R730962.1.2,1920
R730999.1.1,1940
R731006.1.1,1900
R731015.1.1,1940
R731015.1.2,1940
R731024.1.1,2001
R731033.1.1,1929
R731131.1.1,1965
R731131.2.1,1980
R731177.1.1,1961
R731186.1.1,1998
R731186.1.2,1998
R731202.1.1,1980
R731202.1.2,1980
R731220.1.1,1940
R731239.1.1,1908
R731257.1.1,1946
R731266.1.1,1900
R731275.1.1,1961
R731293.1.1,1996
R731391.1.1,1970
R731391.1.2,1970
R731391.1.3,1970
R731391.1.4,1970
R731391.1.5,1970
R732087.1.1,2003
R732103.1.1,1997
R732103.2.1,2004
R732121.1.1,1882
R732130.1.1,1963
R732176.1.1,1962
R732185.1.1,1926
R732185.1.3,1965
R732185.1.4,1965
R732185.1.5,1965
R732185.1.6,1965
R732201.1.1,1920
R732229.1.1,2002
R732229.3.1,1999
R732274.1.1,1950
R732283.1.1,1942
R732283.1.2,1942
R732292.1.1,1902
R732292.1.2,1902
R732997.1.1,1920
R732997.1.2,1920
R732997.2.1,1960
R732997.2.2,1960
R732997.2.3,1960
R732997.2.5,1998
R732997.3.1,1960
R732997.4.1,1960
R732997.4.7,1988
R734879.1.1,1996
R735146.1.1,1974
R735146.1.2,1980
R735146.2.1,1980
R735146.3.1,1991
R736582.2.1,1944
R736582.2.3,1944
R736582.2.4,1944
R737475.1.1,1949
R737475.1.2,1963
R737475.2.1,1963
R737475.2.3,1963
R737475.3.1,1988
R737475.3.10,1988
R737475.3.12,1988
R737475.3.3,1988
R737475.3.4,1988
R737475.3.6,1988
R737475.3.8,1988
R737475.4.1,1963
R737475.4.2,1963
R737475.5.1,1983
R737475.5.2,1983
R737475.5.3,1963
R737475.5.4,1963
R737475.5.5,1983
R737545.1.1,1960
R737545.2.1,1920
R737545.3.1,1900
R739721.1.1,2001
R740032.1.1,1991
R740032.2.1,1945
R740032.3.1,1955
R74190.1.1,1986
R742986.1.1,1940
R743155.1.1,1972
R743155.2.1,1972
R743155.3.1,1972
R745288.1.1,1949
R745607.1.1,2007
R745778.1.1,1945
R746107.1.2,1940
R746116.1.1,1940
R746125.1.1,1945
R746330.1.1,1920
R746349.1.1,1920
R746349.1.2,1920
R746358.1.1,1923
R746358.1.2,1923
R746376.1.1,1910
R746385.1.1,1925
R746394.1.1,1943
R746401.1.1,1965
R746410.1.1,1950
R746410.1.2,1950
R746553.1.1,1940
R746571.1.1,1940
R746571.1.2,1940
R746606.1.1,1940
R747017.1.1,1956
R747017.1.2,1983
R747133.1.1,1963
R747160.1.1,1950
R747160.1.2,1950
R747204.1.1,1956
R747204.2.1,2007
R747204.3.1,1948
R747204.4.1,1955
R747204.5.1,2000
R747259.1.1,1954
R747259.2.1,1954
R747687.1.1,1967
R747687.1.2,1967
R747776.1.1,2010
R747785.1.1,1992
R747785.2.1,2005
R747794.1.1,1998
R748141.1.1,1910
R748141.1.2,1910
R748141.1.3,1910
R748301.1.1,1998
R748677.1.1,1976
R748677.1.2,1976
R748793.1.1,1924
R748793.1.2,1924
R748793.2.1,2001
R748793.2.2,2001
R748793.3.1,1924
R748793.3.2,1924
R749505.1.1,1976
R749505.1.2,1978
R749541.1.1,1996
R749578.1.1,1920
R749612.1.1,1986
R749630.1.1,1942
R749854.1.1,1984
R749872.1.1,1969
R749872.1.2,1972
R749872.1.3,1973
R749989.1.1,1977
R749998.1.1,1976
R749998.1.2,1991
R750002.1.1,1979
R750039.1.1,1974
R750039.2.1,1979
R750048.1.1,1971
R750146.1.1,1999
R750173.1.1,1974
R750173.1.2,1974
R750173.1.3,1974
R750173.2.1,1976
R750173.2.2,1976
R750173.2.3,1976
R750191.1.1,1976
R750217.1.1,1970
R750217.2.1,1979
R750253.1.2,1979
R750262.1.1,1955
R750262.2.1,1955
R750299.1.1,1963
R750306.1.1,2013
R750324.1.1,1940
R750360.1.1,1960
R750360.1.2,1960
R75073.1.1,1986
R751047.1.1,1919
R751047.1.2,1919
R751047.1.3,1965
R751047.1.4,1965
R751181.1.1,1997
R751181.1.2,1994
R751181.2.1,2005
R751181.2.2,1964
R751216.1.1,1991
R751225.1.3,1945
R751225.2.1,1971
R751225.3.1,1945
R751234.2.1,1935
R751252.3.1,1910
R751289.1.1,1980
R751289.1.2,1981
R751289.3.1,1981
R751289.3.2,1981
R751298.1.1,1946
R751298.1.3,1946
R751314.1.1,1977
R751332.1.1,1964
R751332.3.1,1991
R751332.4.1,1991
R751332.5.1,2009
R751332.5.2,2009
R751494.1.1,1900
R751494.1.3,1900
R751494.1.4,1900
R751528.1.1,1960
R751546.1.1,1944
R751546.1.2,1944
R751564.1.1,1956
R751573.1.1,1960
R751573.2.1,1957
R751591.1.1,1947
R751591.1.3,1947
R751644.1.2,1948
R751644.1.3,1948
R751662.1.1,1999
R751671.1.1,1980
R751680.1.1,1975
R751699.1.1,1952
R751699.1.2,1952
R751715.1.1,2003
R751715.3.1,2014
R751724.1.1,1962
R751733.1.1,1960
R751733.1.2,1960
R751751.1.1,1962
R751751.1.2,1962
R751859.1.1,1910
R751859.1.2,1910
R751877.1.1,1935
R751877.1.2,1935
R751886.1.1,1930
R751886.1.2,1930
R751895.1.1,1950
R751902.1.1,1940
R751939.1.1,1990
R751948.1.1,1990
R752509.1.1,1980
R752509.1.2,1980
R753152.1.1,1930
R753152.1.3,1980
R753170.1.1,1930
R753170.1.3,1970
R753223.1.1,1990
R753223.2.1,1990
R753269.1.1,1973
R753278.1.1,1963
R753287.1.1,1999
R753287.1.2,1999
R753287.1.3,1997
R753287.2.1,1999
R753296.1.1,1977
R753303.1.1,1987
R753312.1.1,1987
R753321.1.1,1950
R753330.1.1,1972
R753376.1.1,1945
R753394.1.1,1900
R753401.1.1,1939
R753410.1.1,1949
R753429.1.1,1940
R753508.1.1,1992
R753508.1.2,1992
R753508.1.3,1992
R753508.1.4,1992
R754062.1.1,1971
R754259.1.1,1978
R754268.1.1,1980
R754277.1.1,1981
R754286.1.1,1978
R754302.1.1,1973
R754473.1.1,1954
R754473.1.2,1954
R754534.1.1,1960
R754552.1.1,1940
R754570.1.1,1930
R754589.1.1,1935
R754598.1.1,1938
R754605.1.1,1952
R754614.1.1,1920
R754614.1.2,1920
R754623.1.1,1920
R754623.1.2,1920
R754641.1.1,1946
R754650.1.1,1946
R754669.1.1,1930
R754678.1.1,1950
R754687.1.1,1920
R754703.1.1,1914
R754712.1.1,1930
R754721.1.1,1890
R754730.1.1,1956
R754749.1.1,1965
R754749.2.1,2010
R754758.1.1,1966
R754918.1.1,1980
R754918.3.1,1985
R755123.1.1,1968
R755123.1.2,1968
R755187.1.1,1971
R755294.1.1,1948
R755294.1.2,1948
R755301.1.1,1966
R755301.1.2,1966
R755310.1.1,1965
R755310.1.2,1965
R755329.1.1,1967
R755329.1.2,1967
R755338.1.1,1956
R755338.1.2,1956
R755347.1.1,1952
R755347.1.2,1952
R755365.1.1,2004
R755392.1.1,1970
R755409.1.1,1950
R755418.1.1,1952
R755427.1.1,1962
R755427.1.2,1962
R755427.1.3,1962
R755445.1.1,1971
R755454.1.1,2002
R755775.1.1,1950
R755775.1.4,1950
R755846.1.1,1960
R755846.1.2,1960
R755855.1.1,1984
R755855.2.1,1989
R755980.1.1,1997
R755999.1.1,1951
R755999.1.2,1951
R755999.2.1,2000
R756006.1.1,2002
R756033.1.1,1910
R756033.2.1,1958
R756408.2.1,1930
R756408.2.3,1930
R756408.3.1,1985
R757372.1.1,1947
R757372.1.2,1985
R757979.1.1,1925
R757979.1.2,1925
R757979.3.1,1999
R758139.1.1,1960
R758139.1.2,1960
R758139.2.1,1960
R75867.1.1,1965
R75867.2.1,1984
R75876.1.1,1968
R75894.1.1,1943
R75894.1.3,1943
R75894.2.1,1943
R75894.2.2,1995
R75983.1.1,1950
R75992.1.1,1955
R76018.1.1,1977
R76027.1.1,1978
R76090.1.1,2012
R76090.1.2,2012
R76090.1.3,2012
R762053.1.1,1952
R763016.1.1,1995
R76312.1.1,1960
R76385.1.1,1958
R76394.1.1,1985
R764408.1.1,2007
R764426.1.1,1964
R764435.1.1,1940
R764453.1.1,1960
R76456.1.1,1954
R764612.1.1,1960
R765247.1.1,1976
R765256.1.1,1973
R76526.1.1,1979
R765336.1.1,1990
R765363.1.1,1985
R765363.1.2,1985
R765372.1.1,1960
R765372.1.2,1965
R765372.1.3,1974
R765407.1.1,1975
R765407.1.2,1948
R765434.1.1,1926
R765452.1.1,1985
R765452.2.1,1985
R765452.3.1,1985
R765461.1.1,1995
R765513.1.1,1975
R765540.1.1,2008
R765595.1.1,2000
R765595.2.1,1995
R765602.1.1,2000
R765602.1.3,2000
R765602.2.1,2001
R765675.1.1,1946
R765684.1.1,1962
R765684.2.1,1962
R765693.1.1,1975
R765700.1.1,1985
R765719.1.1,1979
R765728.1.1,1997
R765862.1.1,1942
R765899.1.1,1979
R765906.1.1,1952
R76615.1.1,1977
R76795.1.1,1945
R76795.1.2,1945
R76795.1.3,1945
R767986.1.1,1935
R76884.1.1,1954
R76900.1.1,1930
R76919.1.1,1973
R76937.1.1,1984
R76937.1.2,1984
R76937.2.1,1984
R77053.1.1,1949
R77099.1.1,1968
R776609.1.1,1976
R77696.1.1,1932
R77696.1.3,1964
R77696.1.5,1964
R77776.1.1,1985
R77856.1.1,1989
R77856.1.2,1989
R77856.1.3,1989
R77856.2.1,2005
R77856.2.2,2005
R77856.3.1,2005
R77883.1.1,1980
R77892.1.1,1920
R77909.1.1,2000
R77918.1.1,1986
R77918.2.1,1986
R779633.1.1,1956
R779642.1.1,1940
R779651.1.1,1940
R779660.1.1,1945
R779660.1.2,1945
R779679.1.1,1955
R779679.1.2,1955
R779688.1.1,1945
R779688.1.3,1945
R779697.1.1,1949
R779697.1.3,1949
R779704.1.1,1946
R779704.1.3,1946
R779704.1.4,1946
R77981.1.1,2000
R78196.1.1,1963
R78196.1.2,1988
R78203.1.1,2005
R78276.1.1,1965
R78285.1.1,2012
R78294.1.1,2012
R78329.1.1,1964
R78329.2.1,1993
R784191.1.1,1930
R784191.1.2,1930
R784208.1.1,1961
R784217.1.1,1938
R784217.1.3,1928
R784226.1.1,1947
R784226.1.2,1947
R784244.1.1,1961
R784244.1.2,1961
R784253.1.1,1961
R784262.1.1,1920
R784262.1.3,1920
R784262.1.4,1920
R784379.1.1,1930
R784379.1.2,1930
R784388.1.1,1920
R784388.1.2,1920
R784397.1.1,1938
R784397.1.3,1938
R784397.1.4,1938
R784413.1.1,1912
R784413.1.3,1912
R784413.1.4,1912
R784422.1.1,1950
R784422.1.2,1950
R784440.1.1,1918
R784459.1.1,1920
R784468.1.1,1920
R784468.1.3,1920
R784468.1.4,1920
R784477.1.1,1915
R784477.1.2,1915
R784477.1.3,1915
R784486.1.1,1956
R78533.1.1,1972
R78533.1.2,1972
R788543.10.1,2010
R788543.11.1,2010
R788543.7.2,1971
R79300.1.1,1972
R79319.1.1,1979
R798453.1.1,1896
R800011.1.1,1966
R800011.1.2,1966
R800011.10.1,1959
R800011.11.1,1981
R800011.2.1,1954
R800011.3.1,1965
R800011.4.1,1966
R800011.5.1,1956
R800011.6.1,1950
R800011.7.1,1970
R800011.8.1,1970
R800011.9.1,1942
R800182.1.1,1958
R800182.1.3,2014
R800182.2.1,1939
R800495.1.1,1945
R800501.1.1,1940
R800510.1.1,1976
R800556.1.1,1969
R800565.1.1,1965
R800583.1.1,1969
R800627.1.1,1920
R800636.1.1,1920
R800645.1.1,1910
R800645.1.2,1910
R800645.2.1,1930
R800645.2.2,1930
R800654.1.1,1922
R801065.1.1,1969
R801109.1.1,1984
R801118.1.1,1935
R801145.1.1,1974
R801225.1.1,1974
R801314.1.1,1935
R802279.1.1,1959
R802279.2.1,1919
R802279.4.1,2004
R803599.1.1,1991
R803599.1.2,1991
R803599.1.3,1991
R803599.1.4,1991
R804892.2.1,1935
R804892.2.2,1935
R806756.1.1,1948
R806854.1.1,1955
R806890.1.1,1950
R809860.1.1,1957
R809913.1.1,1963
R809913.2.1,1970
R8119.1.1,1968
R811946.1.1,1930
R8128.1.1,1969
R8146.1.1,1974
R8155.1.1,1963
R819252.1.1,1932
R819314.1.1,1941
R819314.2.1,1941
R819699.1.1,1965
R819699.2.1,1950
R819699.2.2,1950
R8244.1.1,2005
R8271.1.1,1973
R8280.1.1,1972
R8280.1.2,1972
R8299.1.1,1972
R8299.1.2,1972
R830364.1.1,1963
R8306.1.1,1973
R8306.1.5,1973
R832362.1.1,1940
R8333.1.1,1979
R8413.1.1,1966
R8422.1.1,1955
R8592.1.1,2008
R8707.2.1,2005
R8707.5.1,1972
R8707.6.1,1978
R8707.7.1,1986
R88764.1.1,1959
R9145.1.1,1972
R9163.1.1,1973
R9163.1.2,1973
R9163.2.1,1997
R9172.1.1,1978
R93080.1.1,2007
R93240.1.1,1969
R93669.1.1,1966
R93678.1.1,1965
R93712.1.1,1969
R94267.1.1,1946
R94267.1.2,1946
R94267.1.3,1946
R94276.1.1,1945
R94276.1.2,1945
R94285.1.1,1935
R94285.1.3,1935
R94310.1.1,1946
